"ep_number","ep_title","restaurant","location","ep_air_date","google_string","freq_visited","index","yelp_string"
2,"Taste of Asia","DAE GEE Korean BBQ","Denver, Colorado",2015-07-24,"DAE GEE Korean BBQ Denver Colorado yelp",1,808,"dae-gee-korean-bbq-denver-4"
2,"Taste of Asia","Fat Choy","Las Vegas, Nevada",2015-07-24,"Fat Choy Las Vegas Nevada yelp",1,809,"fat-choy-las-vegas"
2,"Taste of Asia","Osaka Japanese Bistro","Las Vegas, Nevada",2015-07-24,"Osaka Japanese Bistro Las Vegas Nevada yelp",1,810,"osaka-japanese-bistro-las-vegas"
3,"Best of the Beach","Cafe Brazil","Denver, Colorado",2015-08-03,"Cafe Brazil Denver Colorado yelp",1,811,"caf%25C3%25A9-brazil-denver-2"
3,"Best of the Beach","Biju's Little Curry Shop","Denver, Colorado",2015-08-03,"Biju's Little Curry Shop Denver Colorado yelp",1,812,"bijus-little-curry-shop-denver-2"
3,"Best of the Beach","Folk Art","Atlanta, Georgia",2015-08-03,"Folk Art Atlanta Georgia yelp",1,813,"folk-art-atlanta-2"
4,"From Biscuits to Briskets","Fox Bros Bar-B-Q","Atlanta, Georgia",2015-08-07,"Fox Bros Bar-B-Q Atlanta Georgia yelp",1,814,"fox-bros-bar-b-q-atlanta"
4,"From Biscuits to Briskets","Buttermilk Kitchen","Atlanta, Georgia",2015-08-07,"Buttermilk Kitchen Atlanta Georgia yelp",1,815,"buttermilk-kitchen-atlanta"
4,"From Biscuits to Briskets","Restaurant 415","Fort Collins, Colorado",2015-08-07,"Restaurant 415 Fort Collins Colorado yelp",1,816,"restaurant-415-fort-collins"
5,"Homeland Favorites","Joy Cafe","Atlanta, Georgia",2015-08-28,"Joy Cafe Atlanta Georgia yelp",1,817,"joy-cafe-atlanta"
5,"Homeland Favorites","Axios Estiatorio","Denver, Colorado",2015-08-28,"Axios Estiatorio Denver Colorado yelp",1,818,"axios-estiatorio-denver"
5,"Homeland Favorites","Andale Taqueria & Mercado","Richfield, Minnesota",2015-08-28,"Andale Taqueria & Mercado Richfield Minnesota yelp",1,819,"andale-taqueria-y-mercado-richfield"
6,"Name That Kitchen","The Lodge Sasquatch Kitchen","Fort Collins, Colorado",2015-09-11,"The Lodge Sasquatch Kitchen Fort Collins Colorado yelp",1,820,"the-lodge-sasquatch-kitchen-fort-collins"
6,"Name That Kitchen","Dana's Kitchen","Falmouth, Massachusetts",2015-09-11,"Dana's Kitchen Falmouth Massachusetts yelp",1,821,"danas-kitchen-falmouth"
6,"Name That Kitchen","Pickle Jar Kitchen","Falmouth, Massachusetts",2015-09-11,"Pickle Jar Kitchen Falmouth Massachusetts yelp",1,822,"pickle-jar-kitchen-falmouth"
7,"East Coast Cruisin","Don Antonio by Starita","New York, New York",2015-09-23,"Don Antonio by Starita New York New York yelp",1,823,"don-antonio-by-starita-new-york-2"
7,"East Coast Cruisin","Louis Restaurant","Providence, Rhode Island",2015-09-23,"Louis Restaurant Providence Rhode Island yelp",1,824,"louis-family-restaurant-providence"
7,"East Coast Cruisin","The Dining Car & Market","Philadelphia, Pennsylvania",2015-09-23,"The Dining Car & Market Philadelphia Pennsylvania yelp",1,825,"the-dining-car-and-market-philadelphia"
8,"Beef It Up","Driftwood Publick House & Oysteria","Plymouth, Massachusetts",2015-09-18,"Driftwood Publick House & Oysteria Plymouth Massachusetts yelp",1,826,"driftwood-publick-house-plymouth"
8,"Beef It Up","The General Muir","Atlanta, Georgia",2015-09-18,"The General Muir Atlanta Georgia yelp",1,827,"the-general-muir-atlanta"
8,"Beef It Up","Buster's on 28th","Minneapolis, Minnesota",2015-09-18,"Buster's on 28th Minneapolis Minnesota yelp",1,828,"busters-on-28th-minneapolis"
9,"By Hand and By Fork","Parkside Market","Falmouth, Massachusetts",2015-09-25,"Parkside Market Falmouth Massachusetts yelp",1,829,"parkside-market-falmouth"
9,"By Hand and By Fork","Maria Empanada","Denver, Colorado",2015-09-25,"Maria Empanada Denver Colorado yelp",1,830,"maria-empanada-greenwood-village"
9,"By Hand and By Fork","Bayport BBQ","Bayport, Minnesota",2015-09-25,"Bayport BBQ Bayport Minnesota yelp",1,831,"bayport-bbq-bayport"
10,"Finger Lickin' Food","Wrecking Bar Brewpub","Atlanta, Georgia",2015-10-09,"Wrecking Bar Brewpub Atlanta Georgia yelp",1,832,"wrecking-bar-brewpub-atlanta"
10,"Finger Lickin' Food","Shucker's World Famous Raw Bar","Woods Hole, Massachusetts",2015-10-09,"Shucker's World Famous Raw Bar Woods Hole Massachusetts yelp",1,833,"shuckers-woods-hole"
10,"Finger Lickin' Food","George and the Dragon","Minneapolis, Minnesota",2015-10-09,"George and the Dragon Minneapolis Minnesota yelp",1,834,"george-and-the-dragon-minneapolis"
11,"Bite of Britain","Grillstock","London, UK",2015-10-16,"Grillstock London UK yelp",1,835,"grillstock-smokehouse-bristol"
11,"Bite of Britain","Bird of Smithfield","London, UK",2015-10-16,"Bird of Smithfield London UK yelp",1,836,"bird-of-smithfield-london-2"
11,"Bite of Britain","Hook Camden Town","Camden, London, UK",2015-10-16,"Hook Camden Town Camden London UK yelp",1,837,"hook-camden-town-2"
12,"Piggin' Out","Pig Latin (Food Truck)","Colorado Springs, Colorado",2015-11-06,"Pig Latin (Food Truck) Colorado Springs Colorado yelp",1,838,"piglatin-truck-colorado-springs"
12,"Piggin' Out","North Bound Smokehouse and Brewpub","Minneapolis, Minnesota",2015-11-06,"North Bound Smokehouse and Brewpub Minneapolis Minnesota yelp",1,839,"northbound-smokehouse-and-brewpub-minneapolis-2"
12,"Piggin' Out","United Noodles","Minneapolis, Minnesota",2015-11-06,"United Noodles Minneapolis Minnesota yelp",1,840,"united-noodles-minneapolis"
13,"Isle-Talian","The Blue-Eyed Crab Caribbean Grill & Rum Bar","Plymouth, Massachusetts",2015-12-04,"The Blue-Eyed Crab Caribbean Grill & Rum Bar Plymouth Massachusetts yelp",1,841,"blue-eyed-crab-caribbean-grill-and-rum-bar-plymouth"
13,"Isle-Talian","Parvicini's Italian Bistro","Colorado Springs, Colorado",2015-12-04,"Parvicini's Italian Bistro Colorado Springs Colorado yelp",1,842,"paravicinis-italian-bistro-colorado-springs"
13,"Isle-Talian","Rasta Pasta","Colorado Springs, Colorado",2015-12-04,"Rasta Pasta Colorado Springs Colorado yelp",1,843,"rasta-pasta-colorado-springs"
14,"East-West Flavorfest","Mountain Shadows Restaurant","Colorado Springs, Colorado",2015-12-18,"Mountain Shadows Restaurant Colorado Springs Colorado yelp",1,844,"mountain-shadows-restaurant-colorado-springs"
14,"East-West Flavorfest","Toki Underground","Washington, DC",2015-12-18,"Toki Underground Washington DC yelp",1,845,"toki-underground-washington"
14,"East-West Flavorfest","Piccini Wood Fired Brick Oven Pizza","Ocean City, NJ",2015-12-18,"Piccini Wood Fired Brick Oven Pizza Ocean City NJ yelp",1,846,"piccini-wood-fired-brick-oven-pizza-ocean-city"
NA,"Amazing Appetizers","Queen's Comfort","Astoria, New York",2015-10-23,"Queen's Comfort Astoria New York yelp",1,847,"queens-comfort-astoria"
NA,"Amazing Appetizers","Boulevard Diner","Dundalk, Colorado",2015-10-23,"Boulevard Diner Dundalk Colorado yelp",1,848,"boulevard-diner-dundalk"
NA,"Amazing Appetizers","10th Ave Burrito Co","Belmar, New Jersey",2015-10-23,"10th Ave Burrito Co Belmar New Jersey yelp",1,849,"10th-avenue-burrito-co-belmar"
NA,"Amazing Appetizers","Scully's Tavern","Miami, FL",2015-10-23,"Scully's Tavern Miami FL yelp",1,850,"scullys-tavern-miami"
NA,"Ultimate Turkey Fest","Golden Crown Restaurant","Albuquerque, New Mexico",2015-11-19,"Golden Crown Restaurant Albuquerque New Mexico yelp",1,851,"golden-crown-panaderia-albuquerque"
NA,"Ultimate Turkey Fest","Bocadillas: Slow Roasted Sandwich Shop","Albuquerque, New Mexico",2015-11-19,"Bocadillas: Slow Roasted Sandwich Shop Albuquerque New Mexico yelp",1,852,"bocadillos-slow-roasted-albuquerque"
NA,"Ultimate Turkey Fest","Funk N Waffles","Syracuse, New York",2015-11-19,"Funk N Waffles Syracuse New York yelp",1,853,"funk-n-waffles-syracuse"
NA,"Ultimate Turkey Fest","Sammy's Food Services & Deli","New Orleans, Louisiana",2015-11-19,"Sammy's Food Services & Deli New Orleans Louisiana yelp",1,854,"sammys-food-service-and-deli-new-orleans"
NA,"Ultimate Turkey Fest","Thee Pitts Again","Glendale, Arizona",2015-11-19,"Thee Pitts Again Glendale Arizona yelp",1,855,"thee-pitts-again-glendale"
NA,"Extra Helpings","DJ's Clam Shack","Key West, Florida",2015-11-27,"DJ's Clam Shack Key West Florida yelp",1,856,"djs-clam-shack-key-west"
NA,"Extra Helpings","Brindle Room","New York, New York",2015-11-27,"Brindle Room New York New York yelp",1,857,"brindle-room-new-york"
NA,"Extra Helpings","Black Tree","New York, New York",2015-11-27,"Black Tree New York New York yelp",1,858,"black-tree-new-york"
NA,"Holiday Hoopla","Mas Tacos","Nashville, Tennessee",2015-12-11,"Mas Tacos Nashville Tennessee yelp",1,859,"mas-tacos-nashville"
NA,"Holiday Hoopla","Flakowitz of Boynton","Boynton Beach, Florida",2015-12-11,"Flakowitz of Boynton Boynton Beach Florida yelp",1,860,"flakowitz-of-boynton-boynton-beach"
NA,"Holiday Hoopla","Big Daddy's BBQ & Banquet","Fairbanks, Alaska",2015-12-11,"Big Daddy's BBQ & Banquet Fairbanks Alaska yelp",1,861,"big-daddys-barb-q-fairbanks"
1,"All Kinds of Meat","Alewife Baltimore","Baltimore, Maryland",2016-01-01,"Alewife Baltimore Baltimore Maryland yelp",1,862,"alewife-baltimore-baltimore"
1,"All Kinds of Meat","Carving Room","Washington, DC",2016-01-01,"Carving Room Washington DC yelp",1,863,"carving-room-washington"
1,"All Kinds of Meat","Spice Island Grill","Colorado Springs, Colorado",2016-01-01,"Spice Island Grill Colorado Springs Colorado yelp",1,864,"spice-island-grill-colorado-springs"
2,"Triple D ""All Stars""","Pagoda Restaurant","North Pole, Alaska",2016-01-03,"Pagoda Restaurant North Pole Alaska yelp",1,865,"pagoda-restaurant-north-pole"
3,"Family Legacies","Miss Shirley's Cafe","Baltimore, Maryland",2016-01-15,"Miss Shirley's Cafe Baltimore Maryland yelp",1,866,"miss-shirleys-cafe-baltimore-9"
3,"Family Legacies","Sam's Rialto Bar & Grill","Pleasantville, New Jersey",2016-01-15,"Sam's Rialto Bar & Grill Pleasantville New Jersey yelp",1,867,"sams-rialto-bar-and-grill-pleasantville-2"
3,"Family Legacies","Front Range Barbeque","Colorado Springs, Colorado",2016-01-15,"Front Range Barbeque Colorado Springs Colorado yelp",1,868,"front-range-barbeque-colorado-springs"
4,"Rockin' New Orleans","Parasol's Restaurant & Bar","New Orleans, Louisiana",2016-01-20,"Parasol's Restaurant & Bar New Orleans Louisiana yelp",1,869,"parasols-bar-and-restaurant-new-orleans"
5,"Between the Bread","Skirted Heiffer","Colorado Springs, Colorado",2016-01-22,"Skirted Heiffer Colorado Springs Colorado yelp",1,870,"skirted-heifer-colorado-springs"
5,"Between the Bread","Bub and Pop's","Washington, DC",2016-01-22,"Bub and Pop's Washington DC yelp",1,871,"bub-and-pops-washington"
5,"Between the Bread","Vagabond Kitchen & Tap House","Atlantic City, New Jersey",2016-01-22,"Vagabond Kitchen & Tap House Atlantic City New Jersey yelp",1,872,"vagabond-kitchen-and-tap-house-atlantic-city"
6,"Comfort Food Mash-Up","The Alley Restaurant at Aiea Bowl","Aiea, Hawaii",2016-02-03,"The Alley Restaurant at Aiea Bowl Aiea Hawaii yelp",1,873,"the-alley-restaurant-bar-and-grill-aiea-2"
6,"Comfort Food Mash-Up","Gold 'N Silver Inn","Reno, Nevada",2016-02-03,"Gold 'N Silver Inn Reno Nevada yelp",1,874,"gold-n-silver-inn-reno"
7,"Smoke and Seafood","The Fish House","Key Largo, Florida",2016-03-11,"The Fish House Key Largo Florida yelp",1,875,"the-fish-house-key-largo"
7,"Smoke and Seafood","Islamorada Shrimp Shack","Islamorada, Florida",2016-03-11,"Islamorada Shrimp Shack Islamorada Florida yelp",1,876,"islamorada-shrimp-shack-islamorada-2"
7,"Smoke and Seafood","The Smoking Swine","Baltimore, Maryland",2016-03-11,"The Smoking Swine Baltimore Maryland yelp",1,877,"the-smoking-swine-baltimore"
8,"International Appeal","Digiorgio's Cafe Largo","Key Largo, Florida",2016-03-25,"Digiorgio's Cafe Largo Key Largo Florida yelp",1,878,"digiorgios-cafe-largo-key-largo-3"
8,"International Appeal","El Nuevo Frutilandia","San Francisco, California",2016-03-25,"El Nuevo Frutilandia San Francisco California yelp",1,879,"el-nuevo-frutilandia-san-francisco"
8,"International Appeal","Green Papaya Food Truck","Stockton, California",2016-03-25,"Green Papaya Food Truck Stockton California yelp",1,880,"green-papaya-food-truck-stockton"
